"No.","Time","Source","Destination","Protocol","Length","Info"
"1504","5.227397","192.168.3.221","224.0.0.252","LLMNR","132","Standard query 0x20c8  PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"1507","5.257493","10.10.12.180","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"1510","5.299765","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","84","Standard query 0xa7a5  AAAA wpad"
"1511","5.299841","192.168.3.221","224.0.0.252","LLMNR","64","Standard query 0xa7a5  AAAA wpad"
"1512","5.300067","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","84","Standard query 0x9c6c  A wpad"
"1513","5.300095","192.168.3.221","224.0.0.252","LLMNR","64","Standard query 0x9c6c  A wpad"
"1516","5.329353","192.168.3.207","192.168.31.255","NBNS","92","Name query NB GVAQ70S7HE.RU<00>"
"1521","5.373711","192.168.7.28","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"1524","5.394872","192.168.9.60","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"1532","5.519836","192.168.3.109","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"1533","5.525953","192.168.15.151","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"1534","5.534129","fe80::e415:50f2:6aee:98aa","ff02::1:2","DHCPv6","149","Solicit XID: 0x571c82 CID: 000100011db4cc959457a504beba "
"1535","5.534174","192.168.7.202","192.168.31.255","NBNS","92","Name query NB GVAQ70S7HE.RU<00>"
"1538","5.558733","192.168.9.73","224.0.0.252","LLMNR","64","Standard query 0x86f1  A wpad"
"1539","5.578567","fe80::2c11:a6f3:54a2:d77a","ff02::1:2","DHCPv6","150","Solicit XID: 0xd942ee CID: 000100011ed9a54bf48e388740f0 "
"1543","5.599127","192.168.15.171","192.168.31.255","NBNS","92","Name query NB G.CEIPMSN.COM<00>"
"1550","5.643339","192.168.3.221","192.168.3.255","NBNS","92","Name query NB WPAD<00>"
"1551","5.645698","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","152","Standard query 0x20c8  PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"1552","5.645730","192.168.3.221","224.0.0.252","LLMNR","132","Standard query 0x20c8  PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"1555","5.702299","10.10.11.201","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"1559","5.755105","192.168.7.234","192.168.31.255","NBNS","92","Name query NB ADMIN-PC<1c>"
"1566","5.829512","192.168.20.44","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"1573","5.842877","fe80::8127:21ac:9828:c2e0","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"1580","5.886885","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"1589","5.949044","192.168.20.44","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"1593","6.033206","192.168.3.55","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"1597","6.044406","fe80::b1b6:f015:7402:452e","ff02::1:2","DHCPv6","150","Solicit XID: 0x62494a CID: 000100011ed86388f48e38874154 "
"1608","6.084245","192.168.3.207","192.168.31.255","NBNS","92","Name query NB GVAQ70S7HE.RU<00>"
"1615","6.123906","192.168.7.28","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"1618","6.139737","fe80::9ade:d0ff:fefe:1fe3","ff02::1:2","DHCPv6","128","Solicit XID: 0x40a463 CID: 00010001215f403298ded0fe1fe3 "
"1634","6.237415","fe80::21e1:a200:ff2e:5b58","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"1638","6.249735","10.10.12.180","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"1639","6.257595","192.168.3.140","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"1641","6.269884","192.168.3.109","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"1642","6.290400","192.168.15.151","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"1643","6.294010","fe80::1da4:7b84:4336:15d3","ff02::1:2","DHCPv6","150","Solicit XID: 0x2b40ff CID: 000100011c66ccc0001fd03f2c1c "
"1644","6.296918","192.168.7.202","192.168.31.255","NBNS","92","Name query NB GVAQ70S7HE.RU<00>"
"1651","6.332615","fe80::747c:7a13:51a5:7385","ff02::1:3","LLMNR","84","Standard query 0x949a  A wpad"
"1654","6.332698","192.168.9.60","224.0.0.252","LLMNR","64","Standard query 0x949a  A wpad"
"1671","6.361652","192.168.3.246","192.168.31.255","NBNS","92","Name query NB MICROSOFT.COM<00>"
"1693","6.388103","192.168.15.171","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"1702","6.394948","192.168.9.60","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"1713","6.408505","192.168.3.221","192.168.3.255","NBNS","92","Name query NB WPAD<00>"
"1733","6.433437","fe80::747c:7a13:51a5:7385","ff02::1:3","LLMNR","84","Standard query 0x949a  A wpad"
"1734","6.433467","192.168.9.60","224.0.0.252","LLMNR","64","Standard query 0x949a  A wpad"
"1761","6.470125","10.10.13.73","255.255.255.255","DHCP","342","DHCP Inform   - Transaction ID 0x6b9a3ff6"
"1793","6.501103","fe80::eedf:3aff:fe1e:89fa","ff02::1:2","DHCPv6","114","Solicit XID: 0x1490a0 CID: 000100011ed5b82996b2e709115c "
"1817","6.538853","192.168.7.28","239.255.255.250","SSDP","139","M-SEARCH * HTTP/1.1 "
"1902","6.632797","192.168.9.60","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"1904","6.636869","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"1917","6.789248","10.10.12.37","224.0.0.251","MDNS","150","Standard query 0x0000  TXT EDLAB-08 Web-based Configuration._http._tcp.local, ""QM"" question"
"1918","6.789302","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"1919","6.791518","10.10.15.56","224.0.0.251","MDNS","150","Standard query 0x0000  TXT EDLAB-08 Web-based Configuration._http._tcp.local, ""QM"" question"
"1920","6.791555","192.168.5.165","224.0.0.251","MDNS","150","Standard query 0x0000  TXT EDLAB-08 Web-based Configuration._http._tcp.local, ""QM"" question"
"1921","6.791568","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"1922","6.792689","10.10.14.19","224.0.0.251","MDNS","150","Standard query 0x0000  TXT EDLAB-08 Web-based Configuration._http._tcp.local, ""QM"" question"
"1923","6.792720","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"1924","6.792901","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"1935","6.834257","192.168.3.207","192.168.31.255","NBNS","92","Name query NB GVAQ70S7HE.RU<00>"
"1939","6.868915","192.168.7.28","239.255.255.250","SSDP","171","M-SEARCH * HTTP/1.1 "
"1941","6.881490","fe80::2137:91a9:4200:18ff","ff02::fb","MDNS","394","Standard query 0x0000  TXT Apple\\342\\200\\231s MacBook Air._smb._tcp.local, ""QM"" question SRV Saksham\\342\\200\\231s MacBook Air._smb._tcp.local, ""QM"" question SRV Saksham\\342\\200\\231s MacBook Air._afpovertcp._tcp.local, ""QM"" question TXT Saksham\\342\\200\\231s MacBook Air._afpovertcp._tcp.local, ""QM"" question TXT Saksham\\342\\200\\231s MacBook Air._smb._tcp.local, ""QM"" question SRV Yugawat\\342\\200\\231s MacBook Pro._sftp-ssh._tcp.local, ""QM"" question SRV Yugawat\\342\\200\\231s MacBook Pro._afpovertcp._tcp.local, ""QM"" question SRV Yugawat\\342\\200\\231s MacBook Pro._smb._tcp.local, ""QM"" question TXT Yugawat\\342\\200\\231s MacBook Pro._sftp-ssh._tcp.local, ""QM"" question TXT Yugawat\\342\\200\\231s MacBook Pro._afpovertcp._tcp.local, ""QM"" question TXT Yugawat\\342\\200\\231s MacBook Pro._smb._tcp.local, ""QM"" question PTR _ftp._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question SRV Apple\\342\\200\\231s MacBook Air._smb._tcp.local, ""QM"" question"
"1943","6.918188","192.168.7.28","239.255.255.250","UDP","666","Source port: 49170  Destination port: ws-discovery"
"1953","6.963822","192.168.16.157","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"1955","7.001228","fe80::104b:adee:75e6:c425","ff02::1:3","LLMNR","84","Standard query 0x14e4  A wpad"
"1956","7.001520","192.168.14.61","224.0.0.252","LLMNR","64","Standard query 0x14e4  A wpad"
"1957","7.001788","192.168.7.28","192.168.31.255","BROWSER","216","Get Backup List Request"
"1958","7.001818","192.168.7.28","192.168.31.255","NBNS","92","Name query NB WORKGROUP<1b>"
"1962","7.009698","192.168.20.10","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"1967","7.033806","192.168.3.55","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"1975","7.061423","192.168.7.202","192.168.31.255","NBNS","92","Name query NB GVAQ70S7HE.RU<00>"
"1976","7.064694","192.168.7.28","239.255.255.250","UDP","666","Source port: 49170  Destination port: ws-discovery"
"1984","7.102183","fe80::104b:adee:75e6:c425","ff02::1:3","LLMNR","84","Standard query 0x14e4  A wpad"
"1985","7.102268","192.168.14.61","224.0.0.252","LLMNR","64","Standard query 0x14e4  A wpad"
"1987","7.110996","192.168.3.246","192.168.31.255","NBNS","92","Name query NB MICROSOFT.COM<00>"
"1992","7.124196","192.168.20.10","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"1995","7.143567","192.168.15.171","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"2001","7.193668","192.168.3.221","192.168.3.255","NBNS","92","Name query NB ISATAP<00>"
"2003","7.194182","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","86","Standard query 0x928b  A isatap"
"2004","7.194296","192.168.3.221","224.0.0.252","LLMNR","66","Standard query 0x928b  A isatap"
"2010","7.255711","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0x88c2c927"
"2014","7.257924","192.168.3.140","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"2019","7.305847","192.168.14.61","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"2026","7.382441","192.168.9.60","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"2030","7.434405","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"2031","7.434763","192.168.9.73","224.0.0.252","LLMNR","64","Standard query 0x3643  A wpad"
"2037","7.491507","fe80::e899:472b:c46e:3052","ff02::1:2","DHCPv6","154","Solicit XID: 0x1dd5e8 CID: 00010001213ad0f3484d7ec54728 "
"2040","7.524746","192.168.3.117","255.255.255.255","DHCP","342","DHCP Offer    - Transaction ID 0x88c2c927"
"2044","7.548645","10.10.10.75","239.255.255.250","SSDP","541","NOTIFY * HTTP/1.1 "
"2045","7.548690","fe80::84bd:4f03:d16d:7571","ff02::c","SSDP","571","NOTIFY * HTTP/1.1 "
"2046","7.548712","10.10.10.75","239.255.255.250","SSDP","555","NOTIFY * HTTP/1.1 "
"2047","7.549963","fe80::84bd:4f03:d16d:7571","ff02::c","SSDP","585","NOTIFY * HTTP/1.1 "
"2048","7.550001","10.10.10.75","239.255.255.250","SSDP","527","NOTIFY * HTTP/1.1 "
"2049","7.550015","fe80::84bd:4f03:d16d:7571","ff02::c","SSDP","557","NOTIFY * HTTP/1.1 "
"2050","7.551244","10.10.10.75","239.255.255.250","SSDP","475","NOTIFY * HTTP/1.1 "
"2051","7.551267","fe80::84bd:4f03:d16d:7571","ff02::c","SSDP","505","NOTIFY * HTTP/1.1 "
"2052","7.551285","10.10.10.75","239.255.255.250","SSDP","484","NOTIFY * HTTP/1.1 "
"2053","7.552591","fe80::84bd:4f03:d16d:7571","ff02::c","SSDP","514","NOTIFY * HTTP/1.1 "
"2054","7.552629","10.10.10.75","239.255.255.250","SSDP","539","NOTIFY * HTTP/1.1 "
"2055","7.552643","fe80::84bd:4f03:d16d:7571","ff02::c","SSDP","569","NOTIFY * HTTP/1.1 "
"2058","7.584299","192.168.3.207","192.168.31.255","NBNS","92","Name query NB GVAQ70S7HE.RU<00>"
"2059","7.595816","192.168.9.131","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"2060","7.599220","fe80::899f:4a1b:518:d425","ff02::1:2","DHCPv6","147","Solicit XID: 0xaba22d CID: 000100011d857705f04da2fddfa3 "
"2062","7.608849","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","86","Standard query 0x928b  A isatap"
"2063","7.608900","192.168.3.221","224.0.0.252","LLMNR","66","Standard query 0x928b  A isatap"
"2071","7.725241","fe80::eedf:3aff:fe1e:89fa","ff02::1:2","DHCPv6","114","Solicit XID: 0x1490a0 CID: 000100011ed5b82996b2e709115c "
"2075","7.750980","192.168.7.28","192.168.31.255","NBNS","92","Name query NB WORKGROUP<1b>"
"2081","7.760929","192.168.9.87","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"2087","7.839551","10.10.10.221","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"2090","7.855749","192.168.9.73","224.0.0.252","LLMNR","64","Standard query 0x3643  A wpad"
"2092","7.861054","192.168.3.246","192.168.31.255","NBNS","92","Name query NB MICROSOFT.COM<00>"
"2095","7.908014","192.168.15.171","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"2102","7.940978","192.168.3.221","192.168.3.255","NBNS","92","Name query NB ISATAP<00>"
"2115","8.033897","192.168.3.55","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"2117","8.048059","10.10.10.75","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"2120","8.069305","192.168.14.61","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"2123","8.105261","192.168.14.218","192.168.15.255","NBNS","92","Name query NB 4NBIZAC8.RU<00>"
"2129","8.123392","192.168.17.154","192.168.31.255","UDP","82","Source port: 51600  Destination port: sentinelsrm"
"2135","8.132504","192.168.9.60","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"2144","8.183884","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"2147","8.195721","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","152","Standard query 0x2691  PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"2149","8.197152","192.168.3.221","224.0.0.252","LLMNR","132","Standard query 0x2691  PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"2157","8.256910","192.168.3.140","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"2164","8.328229","192.168.7.28","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"2167","8.343766","fe80::7a45:c4ff:fe29:1968","ff02::1:2","DHCPv6","168","Rebind XID: 0x30a3c2 CID: 0004195adf1cb87ea57e9b676bff88e3f784 IAA: fd05:cc42:1c2::af9 "
"2170","8.354577","192.168.9.131","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"2245","8.434363","2001:0:9d38:90d7:3c81:1d88:8c07:912e","ff02::1","IPv6","82","IPv6 no next header"
"2289","8.483466","0.0.0.0","255.255.255.255","DHCP","352","DHCP Request  - Transaction ID 0x88c2c927"
"2290","8.483508","192.168.6.148","255.255.255.255","DHCP","342","DHCP NAK      - Transaction ID 0x88c2c927"
"2309","8.503367","192.168.7.28","192.168.31.255","NBNS","92","Name query NB WORKGROUP<1b>"
"2311","8.504938","10.10.13.58","255.255.255.255","DHCP","342","DHCP Inform   - Transaction ID 0x3d83795f"
"2314","8.507297","10.10.14.78","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2329","8.523365","192.168.9.87","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"2348","8.547146","10.10.10.5","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"2404","8.614487","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","152","Standard query 0x2691  PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"2405","8.614518","192.168.3.221","224.0.0.252","LLMNR","132","Standard query 0x2691  PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"2450","8.673804","192.168.15.171","192.168.31.255","NBNS","92","Name query NB G.CEIPMSN.COM<00>"
"2453","8.691394","fe80::1da4:7b84:4336:15d3","ff02::1:3","LLMNR","84","Standard query 0x71c1  A wpad"
"2454","8.691575","192.168.3.153","224.0.0.252","LLMNR","64","Standard query 0x71c1  A wpad"
"2456","8.695184","192.168.3.221","192.168.3.255","NBNS","92","Name query NB ISATAP<00>"
"2457","8.697945","10.10.13.224","10.10.10.1","DNS","76","Standard query 0xc452  A www.facebook.com"
"2458","8.697992","10.10.13.224","10.10.10.1","DNS","76","Standard query 0xb381  AAAA www.facebook.com"
"2459","8.697999","10.10.13.224","10.10.10.1","DNS","76","Standard query 0x0672  A www.facebook.com"
"2460","8.698479","10.10.10.1","10.10.13.224","DNS","133","Standard query response 0xc452  CNAME star-mini.c10r.facebook.com A 31.13.78.35"
"2462","8.699680","10.10.10.1","10.10.13.224","DNS","145","Standard query response 0xb381  CNAME star-mini.c10r.facebook.com AAAA 2a03:2880:f126:83:face:b00c:0:25de"
"2463","8.699697","10.10.10.1","10.10.13.224","DNS","133","Standard query response 0x0672  CNAME star-mini.c10r.facebook.com A 31.13.78.35"
"2466","8.703884","10.10.13.224","10.10.10.1","DNS","81","Standard query 0x9e85  A staticxx.facebook.com"
"2467","8.703917","10.10.13.224","10.10.10.1","DNS","81","Standard query 0x660d  AAAA staticxx.facebook.com"
"2468","8.704175","10.10.13.224","10.10.10.1","DNS","81","Standard query 0xc7e2  A staticxx.facebook.com"
"2471","8.711767","10.10.10.1","10.10.13.224","DNS","267","Standard query response 0x660d  CNAME scontent.xx.fbcdn.net AAAA 2a03:2880:f026:19:face:b00c:0:3"
"2472","8.711788","10.10.10.1","10.10.13.224","DNS","255","Standard query response 0x9e85  CNAME scontent.xx.fbcdn.net A 31.13.78.17"
"2473","8.753221","192.168.3.117","255.255.255.255","DHCP","342","DHCP ACK      - Transaction ID 0x88c2c927"
"2482","8.782563","fe80::1da4:7b84:4336:15d3","ff02::1:3","LLMNR","84","Standard query 0x71c1  A wpad"
"2483","8.782611","192.168.3.153","224.0.0.252","LLMNR","64","Standard query 0x71c1  A wpad"
"2490","8.833774","192.168.14.61","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"2492","8.849710","10.10.14.78","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2494","8.854733","192.168.14.218","192.168.15.255","NBNS","92","Name query NB 4NBIZAC8.RU<00>"
"2498","8.875206","fe80::24f0:6eca:59cc:2a0d","ff02::1:3","LLMNR","85","Standard query 0x7a8f  A https"
"2499","8.875249","fe80::24f0:6eca:59cc:2a0d","ff02::1:3","LLMNR","85","Standard query 0xce21  A https"
"2500","8.875365","192.168.3.184","224.0.0.252","LLMNR","65","Standard query 0x7a8f  A https"
"2501","8.875420","192.168.3.184","224.0.0.252","LLMNR","65","Standard query 0xce21  A https"
"2505","8.933971","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"2511","8.982984","192.168.3.153","192.168.3.255","NBNS","92","Name query NB WPAD<00>"
"2518","9.034522","192.168.3.55","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"2521","9.058055","10.10.10.123","10.10.15.255","UDP","63","Source port: 57660  Destination port: 32412"
"2522","9.058206","10.10.10.123","10.10.15.255","UDP","63","Source port: 57659  Destination port: 32414"
"2525","9.078059","192.168.7.28","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"2528","9.106610","10.10.14.78","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"2529","9.109704","192.168.9.131","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"2535","9.147956","fe80::2137:91a9:4200:18ff","ff02::1:2","DHCPv6","124","Solicit XID: 0x386339 CID: 00044df3658e0afc10eb2fe016a130b0fd74 "
"2540","9.210992","192.168.7.241","224.0.0.252","LLMNR","75","Standard query 0x6163  A WIN-JJVQTFUFFR8"
"2545","9.235163","fe80::24f0:6eca:59cc:2a0d","ff02::1:3","LLMNR","85","Standard query 0xedb4  A https"
"2546","9.235228","192.168.3.184","224.0.0.252","LLMNR","65","Standard query 0xedb4  A https"
"2550","9.258995","192.168.3.140","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"2554","9.287021","fe80::24f0:6eca:59cc:2a0d","ff02::1:3","LLMNR","85","Standard query 0xce21  A https"
"2555","9.287156","192.168.3.184","224.0.0.252","LLMNR","65","Standard query 0xce21  A https"
"2556","9.287332","fe80::24f0:6eca:59cc:2a0d","ff02::1:3","LLMNR","85","Standard query 0x7a8f  A https"
"2557","9.287359","192.168.3.184","224.0.0.252","LLMNR","65","Standard query 0x7a8f  A https"
"2558","9.287823","192.168.9.87","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"2559","9.318678","192.168.7.241","224.0.0.252","LLMNR","75","Standard query 0x6163  A WIN-JJVQTFUFFR8"
"2564","9.396286","192.168.16.144","192.168.16.255","BROWSER","243","Host Announcement DSP02, Workstation, Server, NT Workstation"
"2565","9.413892","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0x3ce8  A ACCOUNT1"
"2566","9.415168","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0xbc00  AAAA ACCOUNT1"
"2568","9.424152","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0x4ce6  A ACCOUNT1"
"2569","9.425392","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0xbf11  AAAA ACCOUNT1"
"2570","9.430053","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0x57f1  A ACCOUNT1"
"2571","9.431014","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0x3ce2  AAAA ACCOUNT1"
"2572","9.436817","192.168.15.171","192.168.31.255","NBNS","92","Name query NB G.CEIPMSN.COM<00>"
"2573","9.436851","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0x22db  A ACCOUNT1"
"2574","9.438016","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0x6ba5  AAAA ACCOUNT1"
"2575","9.442975","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0x8f2f  A ACCOUNT1"
